State,Office,Office Code,Jurisdiction Code,Election Type,Election Type Code,Full Name,Last Name,Candidate ID
Michigan,House,H,9,General Election,G,Kevin Vayko,Vayko,20078823
Michigan,House,H,9,General Election,G,Jim Walkowicz,Walkowicz,20076856
Michigan,House,H,10,General Election,G,John James,James,20065
Michigan,House,H,10,General Election,G,Andrea Kirby,Kirby,21193
Michigan,House,H,10,General Election,G,Carl Marlinga,Marlinga,796
Michigan,House,H,10,General Election,G,Mike Saliba,Saliba,20073921
Michigan,House,H,11,General Election,G,Douglas Campbell,Campbell,1321
Michigan,House,H,11,General Election,G,Nick Somberg,Somberg,20078210
Michigan,House,H,11,General Election,G,Haley Stevens,Stevens,20280
Michigan,House,H,11,General Election,G,Write-ins,Write-ins,21303
Michigan,House,H,12,General Election,G,James Hooper,Hooper,20076170
Michigan,House,H,12,General Election,G,Brenda Sanders,Sanders,20078801
Michigan,House,H,12,General Election,G,Rashida Tlaib,Tlaib,20861
Michigan,House,H,12,General Election,G,Gary Walkowicz,Walkowicz,64450
Michigan,House,H,13,General Election,G,Martell Bivings,Bivings,20076179
Michigan,House,H,13,General Election,G,Chris Clark,Clark,20078754
Michigan,House,H,13,General Election,G,Simone Coleman,Coleman,20076857
Michigan,House,H,13,General Election,G,Chris Dardzinski,Dardzinski,20076496
Michigan,House,H,13,General Election,G,Shri Thanedar,Thanedar,20839
Michigan,President,P,0,General Election,G,Kamala Harris,Harris,64984
Michigan,President,P,0,General Election,G,Robert F. Kennedy Jr.,Kennedy,20077008
Michigan,President,P,0,General Election,G,Joseph Kishore,Kishore,20073953
Michigan,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Michigan,President,P,0,General Election,G,Jill Stein,Stein,895
Michigan,President,P,0,General Election,G,Randall Terry,Terry,61513
Michigan,President,P,0,General Election,G,Donald Trump,Trump,8639
Michigan,President,P,0,General Election,G,Cornel West,West,20078274
Michigan,President,P,0,General Election,G,Write-ins,Write-ins,21303
Michigan,Senate,S,0,General Election,G,Doug Dern,Dern,771
Michigan,Senate,S,0,General Election,G,Douglas Marsh,Marsh,20078817
Michigan,Senate,S,0,General Election,G,Mike Rogers,Rogers,20077955
Michigan,Senate,S,0,General Election,G,Elissa Slotkin,Slotkin,20277
Michigan,Senate,S,0,General Election,G,Joseph Solis-Mullen,Solis-Mullen,20078816
Michigan,Senate,S,0,General Election,G,Dave Stein,Stein,20078798
Michigan,Senate,S,0,General Election,G,Write-ins,Write-ins,21303
Michigan,Supreme Court,B,0,General Election,G,Kyra Bolden,Bolden,20078505
Michigan,Supreme Court,B,0,General Election,G,Patrick O'Grady,O'Grady,20078861
Michigan,Supreme Court,B,0,General Election,G,Write-ins,Write-ins,21303
Michigan,Supreme Court 2,B2,0,General Election,G,Andrew Fink,Fink,20078506
Michigan,Supreme Court 2,B2,0,General Election,G,Kimberly Thomas,Thomas,20078513
Michigan,Supreme Court 2,B2,0,General Election,G,Write-ins,Write-ins,21303
Minnesota,House,H,1,General Election,G,Rachel Bohman,Bohman,20078640
Minnesota,House,H,1,General Election,G,Brad Finstad,Finstad,20075736
Minnesota,House,H,2,General Election,G,Thomas Bowman,Bowman,20078834
Minnesota,House,H,2,General Election,G,Angie Craig,Craig,65481
Minnesota,House,H,2,General Election,G,Joe Teirab,Teirab,20078645
Minnesota,House,H,3,General Election,G,Tad Jude,Jude,20065514
Minnesota,House,H,3,General Election,G,Kelly Morrison,Morrison,20078446
Minnesota,House,H,4,General Election,G,Betty McCollum,McCollum,989
Minnesota,House,H,4,General Election,G,May Lor Xiong,Xiong,20076214
Minnesota,House,H,5,General Election,G,Dalia Al-Aqidi,Al-Aqidi,20078647
Minnesota,House,H,5,General Election,G,Ilhan Omar,Omar,20993
Minnesota,House,H,6,General Election,G,Tom Emmer,Emmer,60721
Minnesota,House,H,6,General Election,G,Jeanne Hendricks,Hendricks,20076221
Minnesota,House,H,7,General Election,G,Michelle Fischbach,Fischbach,20073194
Minnesota,House,H,7,General Election,G,A. John Peters,Peters,20078650
Minnesota,House,H,8,General Election,G,Jen Schultz,Schultz,20076225
Minnesota,House,H,8,General Election,G,Pete Stauber,Stauber,20290
Minnesota,President,P,0,General Election,G,Shiva Ayyadurai,Ayyadurai,21301
Minnesota,President,P,0,General Election,G,Claudia De la Cruz,De la Cruz,20078288
Minnesota,President,P,0,General Election,G,Rachele Fruit,Fruit,20078828
Minnesota,President,P,0,General Election,G,Kamala Harris,Harris,64984
Minnesota,President,P,0,General Election,G,Robert F. Kennedy Jr.,Kennedy,20077008
Minnesota,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Minnesota,President,P,0,General Election,G,Jill Stein,Stein,895
Minnesota,President,P,0,General Election,G,Donald Trump,Trump,8639
Minnesota,President,P,0,General Election,G,Cornel West,West,20078274
Minnesota,President,P,0,General Election,G,Write-ins,Write-ins,21303
Minnesota,Senate,S,0,General Election,G,Amy Klobuchar,Klobuchar,51526
Minnesota,Senate,S,0,General Election,G,Joyce Lacey,Lacey,20076204
Minnesota,Senate,S,0,General Election,G,Royce White,White,20076220
Minnesota,Senate,S,0,General Election,G,Rebecca Whiting,Whiting,20078857
Mississippi,House,H,1,General Election,G,Dianne Black,Black,20076142
Mississippi,House,H,1,General Election,G,Trent Kelly,Kelly,64498
Mississippi,House,H,1,General Election,G,Write-ins,Write-ins,21303
Mississippi,House,H,2,General Election,G,Ron Eller,Eller,20077683
Mississippi,House,H,2,General Election,G,Bennie Thompson,Thompson,1335
Mississippi,House,H,2,General Election,G,Write-ins,Write-ins,21303
Mississippi,House,H,3,General Election,G,Michael Guest,Guest,20097
Mississippi,House,H,3,General Election,G,Write-ins,Write-ins,21303
Mississippi,House,H,4,General Election,G,Mike Ezell,Ezell,20076141
Mississippi,House,H,4,General Election,G,Craig Raybon,Raybon,20077687
Mississippi,House,H,4,General Election,G,Write-ins,Write-ins,21303
Mississippi,President,P,0,General Election,G,Shiva Ayyadurai,Ayyadurai,21301
Mississippi,President,P,0,General Election,G,Claudia De la Cruz,De la Cruz,20078288
Mississippi,President,P,0,General Election,G,Kamala Harris,Harris,64984
Mississippi,President,P,0,General Election,G,Robert F. Kennedy Jr.,Kennedy,20077008
Mississippi,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Mississippi,President,P,0,General Election,G,Peter Sonski,Sonski,20078864
Mississippi,President,P,0,General Election,G,Jill Stein,Stein,895
Mississippi,President,P,0,General Election,G,Randall Terry,Terry,61513
Mississippi,President,P,0,General Election,G,Donald Trump,Trump,8639
Mississippi,President,P,0,General Election,G,Write-ins,Write-ins,21303
Mississippi,Senate,S,0,General Election,G,Ty Pinkins,Pinkins,20076942
Mississippi,Senate,S,0,General Election,G,Roger Wicker,Wicker,675
Mississippi,Senate,S,0,General Election,G,Write-ins,Write-ins,21303
Missouri,Attorney General,A,0,General Election,G,Andrew Bailey,Bailey,20077721
Missouri,Attorney General,A,0,General Election,G,Elad Gross,Gross,20077720
Missouri,Attorney General,A,0,General Election,G,Ryan Munro,Munro,20078787
Missouri,Governor,G,0,General Election,G,Mike Kehoe,Kehoe,20078786
Missouri,Governor,G,0,General Election,G,Paul Lehmann,Lehmann,20078884
Missouri,Governor,G,0,General Election,G,Crystal Quade,Quade,20077017
Missouri,Governor,G,0,General Election,G,Bill Slantz,Slantz,62422
Missouri,House,H,1,General Election,G,Blake Ashby,Ashby,1823
Missouri,House,H,1,General Election,G,Wesley Bell,Bell,20078752
Missouri,House,H,1,General Election,G,Don Fitz,Fitz,65814
Missouri,House,H,1,General Election,G,Andrew Jones,Jones,20076098
Missouri,House,H,1,General Election,G,Rochelle Riggins,Riggins,20078773
Missouri,House,H,2,General Election,G,Brandon Daugherty,Daugherty,20078775
Missouri,House,H,2,General Election,G,Shelby Davis,Davis,20078886
Missouri,House,H,2,General Election,G,Ray Hartmann,Hartmann,20078774
Missouri,House,H,2,General Election,G,Ann Wagner,Wagner,62594
Missouri,House,H,3,General Election,G,William Hastings,Hastings,20078887
Missouri,House,H,3,General Election,G,Bethany Mann,Mann,20076109
Missouri,House,H,3,General Election,G,Bob Onder,Onder,20078776
Missouri,House,H,3,General Election,G,Jordan Rowden,Rowden,20078777
Missouri,House,H,4,General Election,G,Mark Alford,Alford,20076113
Missouri,House,H,4,General Election,G,Jeanette Cass,Cass,20078778
Missouri,House,H,4,General Election,G,Thomas Holbrook,Holbrook,60807
Missouri,House,H,5,General Election,G,Emanuel Cleaver,Cleaver,50040
Missouri,House,H,5,General Election,G,Michael Day,Day,20078888
Missouri,House,H,5,General Election,G,Sean Smith,Smith,20078780
Missouri,House,H,5,General Election,G,Bill Wayne,Wayne,20078781
Missouri,House,H,6,General Election,G,Mike Diel,Diel,65817
Missouri,House,H,6,General Election,G,Sam Graves,Graves,1342
Missouri,House,H,6,General Election,G,Andy Maidment,Maidment,20076503
Missouri,House,H,6,General Election,G,Pam May,May,20078782
Missouri,House,H,7,General Election,G,Eric Burlison,Burlison,20076133
Missouri,House,H,7,General Election,G,Kevin Craig,Craig,50436
Missouri,House,H,7,General Election,G,Missi Hesketh,Hesketh,20078783
Missouri,House,H,8,General Election,G,Jake Dawson,Dawson,20078784
Missouri,House,H,8,General Election,G,Randi McCallian,McCallian,20076138
Missouri,House,H,8,General Election,G,Jason Smith,Smith,62802
Missouri,Issue,I1,0,General Election,G,No,No,3
Missouri,Issue,I1,0,General Election,G,Yes,Yes,2
Missouri,Issue 2,I2,0,General Election,G,No,No,3
Missouri,Issue 2,I2,0,General Election,G,Yes,Yes,2
Missouri,Issue 3,I3,0,General Election,G,No,No,3
Missouri,Issue 3,I3,0,General Election,G,Yes,Yes,2
Missouri,Lt Governor,L,0,General Election,G,Richard Brown,Brown,20078790
Missouri,Lt Governor,L,0,General Election,G,Danielle Elliott,Elliott,20078885
Missouri,Lt Governor,L,0,General Election,G,Ken Iverson,Iverson,20078792
Missouri,Lt Governor,L,0,General Election,G,David Wasinger,Wasinger,20078791
Missouri,President,P,0,General Election,G,Kamala Harris,Harris,64984
Missouri,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Missouri,President,P,0,General Election,G,Jill Stein,Stein,895
Missouri,President,P,0,General Election,G,Donald Trump,Trump,8639
Missouri,President,P,0,General Election,G,Write-ins,Write-ins,21303
Missouri,Secretary Of State,SS,0,General Election,G,Jerome Bauer,Bauer,20546
Missouri,Secretary Of State,SS,0,General Election,G,Carl Herman Freese,Freese,20078789
Missouri,Secretary Of State,SS,0,General Election,G,Denny Hoskins,Hoskins,20078788
Missouri,Secretary Of State,SS,0,General Election,G,Barbara Phifer,Phifer,20078488
Missouri,Senate,S,0,General Election,G,Josh Hawley,Hawley,19270
Missouri,Senate,S,0,General Election,G,Nathan Kline,Kline,20076824
Missouri,Senate,S,0,General Election,G,Lucas Kunce,Kunce,20076073
Missouri,Senate,S,0,General Election,G,Jared Young,Young,20078883
Missouri,Senate,S,0,General Election,G,W.C. Young,Young,20078785
Montana,Attorney General,A,0,General Election,G,Ben Alke,Alke,20077724
Montana,Attorney General,A,0,General Election,G,Austin Knudsen,Knudsen,20077725
Montana,Governor,G,0,General Election,G,Ryan Busse,Busse,20077018
Montana,Governor,G,0,General Election,G,Greg Gianforte,Gianforte,65131
Montana,Governor,G,0,General Election,G,Kaiser Leib,Leib,20078529
Montana,House,H,1,General Election,G,Dennis Hayes,Hayes,20078486
Montana,House,H,1,General Election,G,Monica Tranel,Tranel,20075312
Montana,House,H,1,General Election,G,Ryan Zinke,Zinke,63730
Montana,House,H,2,General Election,G,Troy Downing,Downing,19271
Montana,House,H,2,General Election,G,John Driscoll,Driscoll,59353
Montana,Issue,I1,0,General Election,G,No,No,3
Montana,Issue,I1,0,General Election,G,Yes,Yes,2
Montana,President,P,0,General Election,G,Kamala Harris,Harris,64984
Montana,President,P,0,General Election,G,Robert F. Kennedy Jr.,Kennedy,20077008
Montana,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Montana,President,P,0,General Election,G,Jill Stein,Stein,895
Montana,President,P,0,General Election,G,Donald Trump,Trump,8639
Montana,President,P,0,General Election,G,Write-ins,Write-ins,21303
Montana,Secretary Of State,SS,0,General Election,G,Christi Jacobsen,Jacobsen,20077727
Montana,Secretary Of State,SS,0,General Election,G,John Lamb,Lamb,20076504
Montana,Secretary Of State,SS,0,General Election,G,Jesse Mullen,Mullen,20077726
Montana,Senate,S,0,General Election,G,Robert Barb,Barb,20073742
Montana,Senate,S,0,General Election,G,Sid Daoud,Daoud,20078530
Montana,Senate,S,0,General Election,G,Tim Sheehy,Sheehy,20078333
Montana,Senate,S,0,General Election,G,Jon Tester,Tester,55866
Montana,Supreme Court,B,0,General Election,G,Jeremiah Lynch,Lynch,20078509
Montana,Supreme Court,B,0,General Election,G,Cory Swanson,Swanson,20078510
Montana,Supreme Court 2,B2,0,General Election,G,Katherine Bidegaray,Bidegaray,20078515
Montana,Supreme Court 2,B2,0,General Election,G,Dan Wilson,Wilson,20073461
Nebraska,House,H,1,General Election,G,Carol Blood,Blood,20074738
Nebraska,House,H,1,General Election,G,Mike Flood,Flood,20074752
Nebraska,House,H,2,General Election,G,Don Bacon,Bacon,64838
Nebraska,House,H,2,General Election,G,Tony Vargas,Vargas,20074756
Nebraska,House,H,3,General Election,G,Daniel Ebers,Ebers,20078200
Nebraska,House,H,3,General Election,G,Adrian Smith,Smith,926
Nebraska,Issue,I1,0,General Election,G,No,No,3
Nebraska,Issue,I1,0,General Election,G,Yes,Yes,2
Nebraska,Issue 2,I2,0,General Election,G,No,No,3
Nebraska,Issue 2,I2,0,General Election,G,Yes,Yes,2
Nebraska,President,P,0,General Election,G,Kamala Harris,Harris,64984
Nebraska,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Nebraska,President,P,0,General Election,G,Jill Stein,Stein,895
Nebraska,President,P,0,General Election,G,Donald Trump,Trump,8639
Nebraska,President,P,0,General Election,G,Cornel West,West,20078274
Nebraska,President,P,0,General Election,G,Write-ins,Write-ins,21303
Nebraska,Senate,S,0,General Election,G,Deb Fischer,Fischer,61800
Nebraska,Senate,S,0,General Election,G,Dan Osborn,Osborn,20078425
Nebraska,Senate 2,S2,0,General Election,G,Preston Love,Love,20078195
Nebraska,Senate 2,S2,0,General Election,G,Pete Ricketts,Ricketts,51566
Nevada,House,H,1,General Election,G,David Goossen,Goossen,64034
Nevada,House,H,1,General Election,G,David Havlicek,Havlicek,20078904
Nevada,House,H,1,General Election,G,William Hoge,Hoge,20076777
Nevada,House,H,1,General Election,G,Ron Quince,Quince,20078905
Nevada,House,H,1,General Election,G,Mark Robertson,Robertson,20075414
Nevada,House,H,1,General Election,G,Dina Titus,Titus,30878
Nevada,House,H,2,General Election,G,Mark Amodei,Amodei,56930
Nevada,House,H,2,General Election,G,Lynn Chapman,Chapman,20078449
Nevada,House,H,2,General Election,G,Greg Kidd,Kidd,20078450
Nevada,House,H,2,General Election,G,Javi Trujillo Tachiquin,Tachiquin,20076778
Nevada,House,H,3,General Election,G,Drew Johnson,Johnson,20078359
Nevada,House,H,3,General Election,G,Susie Lee,Lee,20136
Nevada,House,H,4,General Election,G,Russell Best,Best,60752
Nevada,House,H,4,General Election,G,Tim Ferreira,Ferreira,20078903
Nevada,House,H,4,General Election,G,Steven Horsford,Horsford,62079
Nevada,House,H,4,General Election,G,John Lee,Lee,20075447
Nevada,Issue,I1,0,General Election,G,No,No,3
Nevada,Issue,I1,0,General Election,G,Yes,Yes,2
Nevada,Issue 2,I2,0,General Election,G,No,No,3
Nevada,Issue 2,I2,0,General Election,G,Yes,Yes,2
Nevada,Issue 3,I3,0,General Election,G,No,No,3
Nevada,Issue 3,I3,0,General Election,G,Yes,Yes,2
Nevada,President,P,0,General Election,G,Kamala Harris,Harris,64984
Nevada,President,P,0,General Election,G,None of these candidates,None of these candidates,100013
Nevada,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
Nevada,President,P,0,General Election,G,Joel Skousen,Skousen,20078491
Nevada,President,P,0,General Election,G,Donald Trump,Trump,8639
Nevada,Senate,S,0,General Election,G,Sam Brown,Brown,20075437
Nevada,Senate,S,0,General Election,G,Chris Cunningham,Cunningham,20078902
Nevada,Senate,S,0,General Election,G,Janine Hansen,Hansen,20076781
Nevada,Senate,S,0,General Election,G,None of these candidates,None of these candidates,100013
Nevada,Senate,S,0,General Election,G,Jacky Rosen,Rosen,65163
New Hampshire,Governor,G,0,General Election,G,Kelly Ayotte,Ayotte,61040
New Hampshire,Governor,G,0,General Election,G,Joyce Craig,Craig,20077013
New Hampshire,Governor,G,0,General Election,G,Stephen Villee,Villee,20078764
New Hampshire,House,H,1,General Election,G,Chris Pappas,Pappas,20314
New Hampshire,House,H,1,General Election,G,Russell Prescott,Prescott,20076678
New Hampshire,House,H,2,General Election,G,Maggie Goodlander,Goodlander,20078880
New Hampshire,House,H,2,General Election,G,Lily Tang Williams,Tang Williams,20076685
New Hampshire,President,P,0,General Election,G,Kamala Harris,Harris,64984
New Hampshire,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
New Hampshire,President,P,0,General Election,G,Jill Stein,Stein,895
New Hampshire,President,P,0,General Election,G,Donald Trump,Trump,8639
New Hampshire,President,P,0,General Election,G,Write-ins,Write-ins,21303
New Jersey,House,H,1,General Election,G,Robin Brownfield,Brownfield,20078532
New Jersey,House,H,1,General Election,G,Austin Johnson,Johnson,20078533
New Jersey,House,H,1,General Election,G,Teddy Liddell,Liddell,20078311
New Jersey,House,H,1,General Election,G,Donald Norcross,Norcross,63457
New Jersey,House,H,1,General Election,G,Write-ins,Write-ins,21303
New Jersey,House,H,2,General Election,G,Thomas Cannavo,Cannavo,20078534
New Jersey,House,H,2,General Election,G,Joe Salerno,Salerno,20078313
New Jersey,House,H,2,General Election,G,Jeff Van Drew,Van Drew,19998
New Jersey,House,H,2,General Election,G,Write-ins,Write-ins,21303
New Jersey,House,H,3,General Election,G,Justin Barbera,Barbera,20078298
New Jersey,House,H,3,General Election,G,Herb Conaway,Conaway,20078296
New Jersey,House,H,3,General Election,G,Rajesh Mohan,Mohan,20078297
New Jersey,House,H,3,General Election,G,Chris Russomanno,Russomanno,20076516
New Jersey,House,H,3,General Election,G,Steven Welzer,Welzer,58874
New Jersey,House,H,3,General Election,G,Write-ins,Write-ins,21303
New Jersey,House,H,3,General Election,G,Douglas Wynn,Wynn,20078535
New Jersey,House,H,4,General Election,G,Barry Bendar,Bendar,20078536
New Jersey,House,H,4,General Election,G,Matthew Jenkins,Jenkins,20075380
New Jersey,House,H,4,General Election,G,John Morrison,Morrison,20078537
New Jersey,House,H,4,General Election,G,Chris Smith,Smith,1352
New Jersey,House,H,4,General Election,G,Write-ins,Write-ins,21303
New Jersey,House,H,5,General Election,G,Aamir Arif,Arif,20078538
New Jersey,House,H,5,General Election,G,Beau Forte,Forte,20078539
New Jersey,House,H,5,General Election,G,Josh Gottheimer,Gottheimer,65116
New Jersey,House,H,5,General Election,G,Mary Jo Guinchard,Guinchard,20078299
New Jersey,House,H,5,General Election,G,James Tosone,Tosone,20322
New Jersey,House,H,5,General Election,G,Write-ins,Write-ins,21303
New Jersey,House,H,6,General Election,G,Fahad Akhtar,Akhtar,20078541
New Jersey,House,H,6,General Election,G,Matthew Amitrano,Amitrano,20078542
New Jersey,House,H,6,General Election,G,Scott Fegler,Fegler,20078322
New Jersey,House,H,6,General Election,G,Frank Pallone,Pallone,375
New Jersey,House,H,6,General Election,G,Herb Tarbous,Tarbous,51584
New Jersey,House,H,6,General Election,G,Write-ins,Write-ins,21303
New Jersey,House,H,7,General Election,G,Sue Altman,Altman,20078301
New Jersey,House,H,7,General Election,G,Andrew Black,Black,20078543
New Jersey,House,H,7,General Election,G,Thomas Kean Jr.,Kean,56741
New Jersey,House,H,7,General Election,G,Lana Leguia,Leguia,20078544
New Jersey,House,H,7,General Election,G,Write-ins,Write-ins,21303
New Jersey,House,H,8,General Election,G,Rob Menendez,Menendez,20075397
New Jersey,House,H,8,General Election,G,Pablo Olivera,Olivera,62581
New Jersey,House,H,8,General Election,G,Christian Robbins,Robbins,20078545
New Jersey,House,H,8,General Election,G,Lea Sherman,Sherman,20076527
New Jersey,House,H,8,General Election,G,Anthony Valdes,Valdes,20078302
New Jersey,House,H,8,General Election,G,Write-ins,Write-ins,21303
New Jersey,House,H,9,General Election,G,Bruno Pereira,Pereira,20078546
New Jersey,House,H,9,General Election,G,Nellie Pou,Pou,20078862
New Jersey,House,H,9,General Election,G,Billy Prempeh,Prempeh,20073836
New Jersey,House,H,9,General Election,G,Benjamin Taylor,Taylor,20078303
New Jersey,House,H,9,General Election,G,Write-ins,Write-ins,21303
New Jersey,House,H,10,General Election,G,Carmen Bucco,Bucco,20078305
New Jersey,House,H,10,General Election,G,Cynthia Johnson,Johnson,20608
New Jersey,House,H,10,General Election,G,LaMonica McIver,McIver,20078304
New Jersey,House,H,10,General Election,G,Michelle Middleton,Middleton,20078547
New Jersey,House,H,10,General Election,G,Jon Serrano,Serrano,20078548
New Jersey,House,H,10,General Election,G,Donna Weiss,Weiss,20078549
New Jersey,House,H,10,General Election,G,Write-ins,Write-ins,21303
New Jersey,House,H,11,General Election,G,Joseph Belnome,Belnome,20078306
New Jersey,House,H,11,General Election,G,Lily Benavides,Benavides,20078550
New Jersey,House,H,11,General Election,G,Joshua Lanzara,Lanzara,20078551
New Jersey,House,H,11,General Election,G,Mikie Sherrill,Sherrill,20014
New Jersey,House,H,11,General Election,G,Write-ins,Write-ins,21303
New Jersey,House,H,12,General Election,G,Vic Kaplan,Kaplan,51180
New Jersey,House,H,12,General Election,G,Darius Mayfield,Mayfield,20075410
New Jersey,House,H,12,General Election,G,Kim Meudt,Meudt,20078552
New Jersey,House,H,12,General Election,G,Bonnie Watson Coleman,Watson Coleman,31050
New Jersey,House,H,12,General Election,G,Write-ins,Write-ins,21303
New Jersey,President,P,0,General Election,G,Claudia De la Cruz,De la Cruz,20078288
New Jersey,President,P,0,General Election,G,Rachele Fruit,Fruit,20078828
New Jersey,President,P,0,General Election,G,Kamala Harris,Harris,64984
New Jersey,President,P,0,General Election,G,Robert F. Kennedy Jr.,Kennedy,20077008
New Jersey,President,P,0,General Election,G,Joseph Kishore,Kishore,20073953
New Jersey,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
New Jersey,President,P,0,General Election,G,Jill Stein,Stein,895
New Jersey,President,P,0,General Election,G,Randall Terry,Terry,61513
New Jersey,President,P,0,General Election,G,Donald Trump,Trump,8639
New Jersey,President,P,0,General Election,G,Write-ins,Write-ins,21303
New Jersey,Senate,S,0,General Election,G,Curtis Bashaw,Bashaw,20078290
New Jersey,Senate,S,0,General Election,G,Kenneth Kaplan,Kaplan,60050
New Jersey,Senate,S,0,General Election,G,Christina Khalil,Khalil,20078293
New Jersey,Senate,S,0,General Election,G,Andy Kim,Kim,70001
New Jersey,Senate,S,0,General Election,G,Joanne Kuniansky,Kuniansky,20063979
New Jersey,Senate,S,0,General Election,G,Patricia Mooneyham,Mooneyham,20078294
New Jersey,Senate,S,0,General Election,G,Write-ins,Write-ins,21303
New Mexico,House,H,1,General Election,G,Steve Jones,Jones,20077991
New Mexico,House,H,1,General Election,G,Melanie Stansbury,Stansbury,20074161
New Mexico,House,H,2,General Election,G,Yvette Herrell,Herrell,20085
New Mexico,House,H,2,General Election,G,Gabriel Vasquez,Vasquez,20075332
New Mexico,House,H,3,General Election,G,Sharon Clahchischilliage,Clahchischilliage,20077992
New Mexico,House,H,3,General Election,G,Teresa Leger Fernandez,Leger Fernandez,20073863
New Mexico,President,P,0,General Election,G,Claudia De la Cruz,De la Cruz,20078288
New Mexico,President,P,0,General Election,G,Laura Ebke,Ebke,20078868
New Mexico,President,P,0,General Election,G,Kamala Harris,Harris,64984
New Mexico,President,P,0,General Election,G,Robert F. Kennedy Jr.,Kennedy,20077008
New Mexico,President,P,0,General Election,G,Chase Oliver,Oliver,20076636
New Mexico,President,P,0,General Election,G,Jill Stein,Stein,895
New Mexico,President,P,0,General Election,G,Donald Trump,Trump,8639
New Mexico,Senate,S,0,General Election,G,Nella Domenici,Domenici,20077989
New Mexico,Senate,S,0,General Election,G,Martin Heinrich,Heinrich,59492
New York,House,H,1,General Election,G,John Avlon,Avlon,20078427
New York,House,H,1,General Election,G,Nicholas LaLota,LaLota,20075747
New York,House,H,2,General Election,G,Andrew Garbarino,Garbarino,20073516
New York,House,H,2,General Election,G,Rob Lubin,Lubin,20078276
New York,House,H,3,General Election,G,Mike LiPetri,LiPetri,20078277
New York,House,H,3,General Election,G,Thomas Suozzi,Suozzi,33896
New York,House,H,4,General Election,G,Anthony D'Esposito,D'Esposito,20075764
New York,House,H,4,General Election,G,Laura Gillen,Gillen,20075760
New York,House,H,5,General Election,G,Paul King,King,20075766
New York,House,H,5,General Election,G,Gregory Meeks,Meeks,1521
New York,House,H,6,General Election,G,Grace Meng,Meng,62304
New York,House,H,6,General Election,G,Thomas Zmich,Zmich,20073519
New York,House,H,7,General Election,G,William Kregler,Kregler,20078279
New York,House,H,7,General Election,G,Nydia Velazquez,Velazquez,1535
New York,House,H,8,General Election,G,John Delaney,Delaney,20078768
New York,House,H,8,General Election,G,Hakeem Jeffries,Jeffries,33006
New York,House,H,9,General Election,G,Yvette Clarke,Clarke,32471
New York,House,H,9,General Election,G,Menachem Raitport,Raitport,20076847
New York,House,H,10,General Election,G,Paul Briscoe,Briscoe,20078770
New York,House,H,10,General Election,G,Alexander Dodenhoff,Dodenhoff,20078769
New York,House,H,10,General Election,G,Dan Goldman,Goldman,20076434
New York,House,H,11,General Election,G,Nicole Malliotakis,Malliotakis,19220
New York,House,H,11,General Election,G,Andrea Morse,Morse,20078281
New York,House,H,12,General Election,G,Jerrold Nadler,Nadler,1525
New York,House,H,12,General Election,G,Michael Zumbluskas,Zumbluskas,20075789
New York,House,H,13,General Election,G,Adriano Espaillat,Espaillat,57004
New York,House,H,13,General Election,G,Ruben Dario Vargas,Vargas,20066695
New York,House,H,14,General Election,G,Tina Forte,Forte,20075795
New York,House,H,14,General Election,G,Alexandria Ocasio-Cortez,Ocasio-Cortez,20683
New York,House,H,15,General Election,G,Gonzalo Duran,Duran,20078771
New York,House,H,15,General Election,G,Ritchie Torres,Torres,20073211
New York,House,H,15,General Election,G,Jose Vega,Vega,20078772
New York,House,H,16,General Election,G,Miriam Flisser,Flisser,20076918
New York,House,H,16,General Election,G,George Latimer,Latimer,20078431
New York,House,H,17,General Election,G,Anthony Frascone,Frascone,20078712
New York,House,H,17,General Election,G,Mondaire Jones,Jones,20073522
New York,House,H,17,General Election,G,Michael Lawler,Lawler,20076444
New York,House,H,18,General Election,G,Alison Esposito,Esposito,20075832
New York,House,H,18,General Election,G,Pat Ryan,Ryan,20691
New York,House,H,19,General Election,G,Marc Molinaro,Molinaro,20056
New York,House,H,19,General Election,G,Josh Riley,Riley,20075810
New York,House,H,20,General Election,G,Paul Tonko,Tonko,57037
New York,House,H,20,General Election,G,Kevin Waltz,Waltz,20078283
New York,House,H,21,General Election,G,Paula Collins,Collins,20078284
New York,House,H,21,General Election,G,Elise Stefanik,Stefanik,63754
New York,House,H,22,General Election,G,John Mannion,Mannion,20078432
New York,House,H,22,General Election,G,Brandon Williams,Williams,20075813
New York,House,H,23,General Election,G,Thomas Carle,Carle,20076881
New York,House,H,23,General Election,G,Nick Langworthy,Langworthy,20076450
New York,House,H,24,General Election,G,Claudia Tenney,Tenney,63809
New York,House,H,24,General Election,G,Dave Wagenhauser,Wagenhauser,20078285
New York,House,H,25,General Election,G,Joseph Morelle,Morelle,20353
New York,House,H,25,General Election,G,Gregg Sadwick,Sadwick,20078286
New York,House,H,25,General Election,G,Write-ins,Write-ins,21303
New York,House,H,26,General Election,G,Tim Kennedy,Kennedy,20078178
